person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
26.0,21600.0,OWN,5.0,EDUCATION,B,5200.0,12.42,0,0.24,N,3.0
24.0,69000.0,RENT,0.0,HOMEIMPROVEMENT,E,20000.0,14.82,1,0.29,N,4.0
23.0,75600.0,RENT,3.0,PERSONAL,E,20000.0,16.32,0,0.26,Y,3.0
23.0,59497.0,RENT,0.0,MEDICAL,E,20000.0,16.0,1,0.29,N,3.0
23.0,76000.0,RENT,7.0,MEDICAL,B,20000.0,10.37,0,0.26,N,3.0
26.0,70000.0,RENT,7.0,DEBTCONSOLIDATION,C,20000.0,13.16,1,0.29,N,3.0
24.0,70000.0,RENT,8.0,VENTURE,E,20000.0,14.88,1,0.29,N,4.0
22.0,77004.0,RENT,6.0,DEBTCONSOLIDATION,C,20000.0,13.98,0,0.26,N,4.0
26.0,71004.0,RENT,0.0,HOMEIMPROVEMENT,D,20000.0,13.36,1,0.28,Y,2.0
24.0,21600.0,MORTGAGE,8.0,MEDICAL,A,8000.0,5.42,0,0.37,N,2.0
26.0,78000.0,RENT,8.0,HOMEIMPROVEMENT,C,20000.0,13.85,0,0.26,Y,4.0
22.0,21600.0,MORTGAGE,6.0,VENTURE,C,1400.0,10.99,0,0.06,N,2.0
23.0,61200.0,RENT,4.0,MEDICAL,B,20000.0,11.14,1,0.28,N,2.0
21.0,21600.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3800.0,5.99,0,0.18,N,2.0
24.0,72000.0,RENT,6.0,DEBTCONSOLIDATION,D,20000.0,10.99,1,0.28,Y,4.0
23.0,78000.0,RENT,3.0,VENTURE,B,20000.0,11.58,0,0.26,N,3.0
23.0,78500.0,RENT,7.0,MEDICAL,C,20000.0,13.85,0,0.25,Y,4.0
23.0,79000.0,RENT,5.0,EDUCATION,D,20000.0,16.89,0,0.25,Y,4.0
23.0,80000.0,RENT,4.0,MEDICAL,A,20000.0,7.9,0,0.25,N,4.0
23.0,21600.0,OWN,2.0,VENTURE,C,6000.0,12.68,0,0.28,N,4.0
22.0,62900.0,RENT,6.0,MEDICAL,D,20000.0,14.91,1,0.27,N,4.0
24.0,80000.0,RENT,3.0,VENTURE,C,20000.0,13.06,0,0.25,N,4.0
25.0,80000.0,RENT,7.0,EDUCATION,B,20000.0,8.88,0,0.25,N,4.0
23.0,21600.0,MORTGAGE,7.0,EDUCATION,A,2000.0,6.17,0,0.09,N,4.0
22.0,80000.0,RENT,3.0,EDUCATION,C,20000.0,13.98,0,0.25,Y,4.0
22.0,21600.0,OWN,3.0,VENTURE,A,8500.0,6.54,0,0.39,N,4.0
26.0,62900.0,RENT,2.0,MEDICAL,C,20000.0,13.85,1,0.27,N,3.0
26.0,21600.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,1000.0,10.36,0,0.05,N,3.0
25.0,74004.0,RENT,2.0,PERSONAL,E,20000.0,15.95,1,0.27,Y,4.0
25.0,80004.0,RENT,9.0,HOMEIMPROVEMENT,C,20000.0,14.26,0,0.25,Y,4.0
23.0,80700.0,RENT,7.0,MEDICAL,B,20000.0,11.71,0,0.25,N,2.0
22.0,81000.0,RENT,3.0,DEBTCONSOLIDATION,C,20000.0,13.49,0,0.25,N,4.0
24.0,21600.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,2000.0,14.84,1,0.09,N,2.0
22.0,82000.0,RENT,6.0,EDUCATION,C,20000.0,10.99,0,0.24,Y,2.0
23.0,76042.0,RENT,6.0,HOMEIMPROVEMENT,D,20000.0,15.05,1,0.26,Y,4.0
22.0,76654.0,RENT,2.0,EDUCATION,C,20000.0,13.79,1,0.26,Y,4.0
24.0,83500.0,RENT,1.0,EDUCATION,C,20000.0,13.48,0,0.24,N,3.0
23.0,84000.0,RENT,7.0,PERSONAL,B,20000.0,11.11,0,0.24,N,4.0
25.0,84000.0,RENT,9.0,EDUCATION,C,20000.0,13.92,0,0.24,N,2.0
23.0,21600.0,OWN,0.0,EDUCATION,B,4400.0,12.53,0,0.2,N,2.0
24.0,78996.0,RENT,2.0,HOMEIMPROVEMENT,D,20000.0,14.11,1,0.25,N,2.0
23.0,85000.0,RENT,0.0,MEDICAL,A,20000.0,7.49,0,0.24,N,2.0
25.0,85000.0,RENT,3.0,DEBTCONSOLIDATION,B,20000.0,10.25,0,0.24,N,3.0
26.0,73000.0,RENT,3.0,PERSONAL,B,20000.0,12.53,1,0.27,N,2.0
21.0,21816.0,MORTGAGE,2.0,PERSONAL,B,1500.0,11.86,0,0.07,N,3.0
23.0,21840.0,OWN,1.0,VENTURE,A,9000.0,7.88,0,0.39,N,3.0
25.0,85000.0,RENT,4.0,HOMEIMPROVEMENT,B,20000.0,10.99,0,0.24,N,2.0
24.0,21948.0,MORTGAGE,2.0,VENTURE,D,4000.0,10.99,0,0.18,N,2.0
22.0,87000.0,RENT,5.0,DEBTCONSOLIDATION,C,20000.0,13.85,0,0.23,N,4.0
23.0,21996.0,OWN,4.0,PERSONAL,C,6000.0,13.23,0,0.27,N,4.0
22.0,90000.0,RENT,5.0,PERSONAL,B,20000.0,10.99,0,0.22,N,4.0
23.0,78000.0,RENT,0.0,HOMEIMPROVEMENT,F,20000.0,18.25,1,0.26,Y,2.0
24.0,90000.0,RENT,9.0,DEBTCONSOLIDATION,A,20000.0,6.54,0,0.22,N,3.0
23.0,90000.0,RENT,2.0,MEDICAL,B,20000.0,11.49,0,0.22,N,4.0
26.0,90000.0,RENT,10.0,MEDICAL,B,20000.0,11.49,0,0.22,N,3.0
22.0,22000.0,MORTGAGE,6.0,EDUCATION,B,7000.0,11.71,0,0.32,N,2.0
23.0,90000.0,RENT,0.0,DEBTCONSOLIDATION,C,20000.0,13.57,0,0.22,N,4.0
25.0,91229.0,RENT,2.0,EDUCATION,C,20000.0,14.35,0,0.22,N,3.0
26.0,22000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3825.0,10.65,0,0.17,N,4.0
22.0,92000.0,RENT,6.0,VENTURE,F,20000.0,15.65,0,0.22,Y,2.0
22.0,22000.0,MORTGAGE,3.0,VENTURE,A,6500.0,10.99,0,0.3,N,4.0
25.0,22000.0,MORTGAGE,9.0,EDUCATION,A,5875.0,6.62,1,0.27,N,2.0
25.0,92407.0,RENT,9.0,MEDICAL,B,20000.0,9.25,0,0.22,N,2.0
22.0,22000.0,MORTGAGE,0.0,MEDICAL,B,2400.0,11.71,0,0.11,N,3.0
24.0,22000.0,MORTGAGE,8.0,PERSONAL,A,8000.0,5.42,0,0.36,N,4.0
26.0,93492.0,RENT,0.0,DEBTCONSOLIDATION,B,20000.0,9.45,0,0.21,N,4.0
23.0,22000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,1550.0,7.49,1,0.07,N,2.0
22.0,94500.0,RENT,2.0,PERSONAL,B,20000.0,10.99,0,0.21,N,2.0
23.0,83000.0,RENT,7.0,DEBTCONSOLIDATION,C,20000.0,10.99,1,0.24,N,2.0
23.0,95000.0,RENT,2.0,EDUCATION,B,20000.0,10.99,0,0.21,N,2.0
24.0,95000.0,RENT,4.0,HOMEIMPROVEMENT,D,20000.0,10.99,0,0.21,Y,3.0
21.0,22000.0,OWN,5.0,VENTURE,A,7350.0,7.66,0,0.33,N,2.0
23.0,96000.0,RENT,1.0,MEDICAL,C,20000.0,13.04,0,0.21,N,3.0
22.0,22000.0,MORTGAGE,6.0,PERSONAL,A,7200.0,7.14,0,0.33,N,2.0
22.0,85200.0,RENT,6.0,VENTURE,D,20000.0,15.65,1,0.23,Y,4.0
22.0,98000.0,RENT,2.0,EDUCATION,B,20000.0,11.83,0,0.2,N,4.0
24.0,22000.0,OWN,1.0,DEBTCONSOLIDATION,D,3000.0,16.0,0,0.14,Y,2.0
23.0,99000.0,RENT,7.0,EDUCATION,D,20000.0,15.28,0,0.2,N,4.0
21.0,22000.0,OWN,2.0,DEBTCONSOLIDATION,D,4000.0,15.05,0,0.18,N,4.0
22.0,22000.0,OWN,1.0,DEBTCONSOLIDATION,D,8500.0,15.05,0,0.39,N,4.0
24.0,99996.0,RENT,0.0,HOMEIMPROVEMENT,C,20000.0,14.22,0,0.2,Y,3.0
25.0,87996.0,RENT,0.0,HOMEIMPROVEMENT,E,20000.0,16.35,1,0.23,N,3.0
26.0,22000.0,OWN,6.0,VENTURE,B,7500.0,10.96,0,0.34,N,2.0
25.0,100000.0,RENT,9.0,HOMEIMPROVEMENT,C,20000.0,13.06,0,0.2,N,2.0
25.0,100000.0,RENT,9.0,HOMEIMPROVEMENT,C,20000.0,13.06,0,0.2,Y,2.0
25.0,22000.0,OWN,0.0,VENTURE,E,7500.0,10.99,0,0.34,Y,3.0
23.0,22080.0,MORTGAGE,3.0,EDUCATION,A,6700.0,10.99,0,0.3,N,4.0
22.0,74800.0,RENT,3.0,MEDICAL,D,20000.0,14.96,1,0.23,Y,4.0
23.0,74800.0,RENT,1.0,MEDICAL,E,20000.0,17.04,1,0.23,Y,2.0
22.0,100000.0,RENT,0.0,PERSONAL,B,20000.0,12.21,0,0.2,N,3.0
25.0,22260.0,MORTGAGE,9.0,PERSONAL,A,6400.0,7.88,0,0.29,N,4.0
26.0,104000.0,RENT,0.0,DEBTCONSOLIDATION,B,20000.0,10.74,0,0.19,N,2.0
23.0,93000.0,RENT,6.0,PERSONAL,C,20000.0,13.22,1,0.22,N,3.0
23.0,95000.0,RENT,0.0,DEBTCONSOLIDATION,D,20000.0,14.59,1,0.21,Y,2.0
25.0,108000.0,RENT,0.0,HOMEIMPROVEMENT,C,20000.0,10.99,0,0.19,N,4.0
25.0,96901.0,RENT,3.0,PERSONAL,C,20000.0,10.99,1,0.21,N,3.0
23.0,110000.0,RENT,3.0,EDUCATION,B,20000.0,12.42,0,0.18,N,3.0
22.0,110000.0,RENT,7.0,EDUCATION,C,20000.0,14.17,0,0.18,N,3.0
22.0,110000.0,RENT,6.0,DEBTCONSOLIDATION,C,20000.0,13.72,0,0.18,N,3.0
24.0,110000.0,RENT,1.0,PERSONAL,B,20000.0,10.38,0,0.18,N,4.0
23.0,110000.0,RENT,2.0,VENTURE,B,20000.0,10.99,0,0.18,N,2.0
22.0,22800.0,MORTGAGE,5.0,PERSONAL,A,2000.0,7.51,0,0.09,N,3.0
22.0,22800.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7125.0,11.71,1,0.31,N,3.0
23.0,22800.0,MORTGAGE,2.0,PERSONAL,A,3000.0,8.9,1,0.13,N,2.0
25.0,85000.0,RENT,7.0,MEDICAL,E,20000.0,17.39,1,0.2,N,2.0
23.0,22800.0,MORTGAGE,3.0,PERSONAL,A,4800.0,5.79,0,0.21,N,2.0
23.0,120000.0,RENT,4.0,MEDICAL,B,20000.0,10.37,0,0.17,N,4.0
24.0,22800.0,OWN,3.0,HOMEIMPROVEMENT,B,4750.0,11.36,0,0.21,N,3.0
24.0,121000.0,RENT,8.0,VENTURE,A,20000.0,8.9,0,0.17,N,3.0
23.0,125000.0,RENT,7.0,VENTURE,B,20000.0,11.11,0,0.16,N,4.0
22.0,22800.0,MORTGAGE,0.0,EDUCATION,A,3000.0,8.94,0,0.13,N,2.0
25.0,127400.0,RENT,0.0,PERSONAL,C,20000.0,15.27,0,0.15,N,2.0
26.0,127400.0,RENT,10.0,DEBTCONSOLIDATION,C,20000.0,13.11,0,0.15,Y,4.0
23.0,22884.0,MORTGAGE,4.0,EDUCATION,E,6000.0,16.0,0,0.26,N,2.0
24.0,127400.0,RENT,3.0,EDUCATION,D,20000.0,12.36,0,0.15,Y,2.0
21.0,23000.0,MORTGAGE,2.0,MEDICAL,A,7000.0,8.9,0,0.3,N,3.0
25.0,127400.0,RENT,9.0,EDUCATION,A,20000.0,6.54,0,0.14,N,4.0
24.0,127400.0,RENT,2.0,VENTURE,D,20000.0,15.99,1,0.14,Y,3.0
23.0,23000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,D,3600.0,17.27,1,0.16,Y,3.0
22.0,23000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4800.0,10.0,0,0.21,N,4.0
21.0,23000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,3000.0,13.35,0,0.13,N,3.0
25.0,58000.0,RENT,9.0,MEDICAL,B,19900.0,11.83,1,0.34,N,4.0
26.0,116000.0,RENT,10.0,MEDICAL,B,19800.0,11.48,0,0.17,N,4.0
26.0,19500.0,RENT,0.0,MEDICAL,C,500.0,11.41,0,0.03,N,2.0
21.0,19000.0,RENT,0.0,EDUCATION,C,700.0,12.29,0,0.04,N,2.0
22.0,23000.0,MORTGAGE,4.0,EDUCATION,D,7000.0,14.96,0,0.3,Y,3.0
25.0,19000.0,RENT,0.0,DEBTCONSOLIDATION,C,750.0,12.29,0,0.04,Y,4.0
22.0,10000.0,RENT,0.0,HOMEIMPROVEMENT,D,1000.0,14.74,1,0.1,N,4.0
22.0,23000.0,MORTGAGE,1.0,EDUCATION,A,2400.0,9.63,0,0.1,N,4.0
21.0,23000.0,OTHER,0.0,EDUCATION,B,2400.0,12.21,0,0.1,N,4.0
22.0,11760.0,RENT,0.0,VENTURE,C,1000.0,13.98,0,0.09,N,4.0
25.0,12000.0,RENT,0.0,EDUCATION,B,1000.0,10.65,0,0.08,N,2.0
21.0,12000.0,RENT,1.0,EDUCATION,C,1000.0,13.98,0,0.08,N,2.0
22.0,12000.0,RENT,0.0,PERSONAL,C,1000.0,13.57,1,0.08,N,3.0
22.0,12240.0,RENT,1.0,PERSONAL,D,1000.0,14.96,1,0.08,Y,3.0
21.0,14400.0,RENT,1.0,VENTURE,D,1000.0,16.29,1,0.07,N,4.0
23.0,23040.0,OWN,0.0,VENTURE,B,2000.0,11.11,0,0.09,N,3.0
21.0,23040.0,OWN,1.0,VENTURE,D,5000.0,10.99,0,0.22,N,3.0
22.0,14400.0,RENT,2.0,VENTURE,E,1000.0,16.69,1,0.07,Y,3.0
22.0,15000.0,RENT,0.0,MEDICAL,D,1000.0,14.3,1,0.07,Y,3.0
21.0,16000.0,RENT,2.0,VENTURE,D,1000.0,15.65,1,0.06,Y,3.0
22.0,16800.0,RENT,2.0,EDUCATION,C,1000.0,13.48,0,0.06,Y,4.0
24.0,19200.0,RENT,2.0,EDUCATION,B,1000.0,12.53,0,0.05,N,4.0
25.0,47000.0,RENT,4.0,MEDICAL,B,19000.0,11.99,1,0.39,N,2.0
25.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,B,19000.0,10.99,1,0.38,N,4.0
25.0,52000.0,RENT,5.0,MEDICAL,B,19000.0,10.99,1,0.37,N,4.0
24.0,23500.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7000.0,10.38,0,0.3,N,3.0
26.0,47500.0,RENT,10.0,PERSONAL,E,19000.0,16.7,1,0.39,Y,4.0
25.0,54000.0,RENT,8.0,DEBTCONSOLIDATION,C,19000.0,10.99,1,0.35,Y,4.0
22.0,54000.0,RENT,6.0,VENTURE,A,19000.0,10.99,1,0.35,N,4.0
23.0,54586.0,RENT,5.0,PERSONAL,B,19000.0,11.14,1,0.35,N,2.0
26.0,62004.0,RENT,5.0,MEDICAL,A,19000.0,7.49,1,0.31,N,2.0
22.0,70000.0,RENT,1.0,MEDICAL,B,19000.0,8.88,0,0.27,N,4.0
23.0,72000.0,RENT,3.0,MEDICAL,B,19000.0,10.99,0,0.26,N,4.0
24.0,73000.0,RENT,8.0,HOMEIMPROVEMENT,B,19000.0,10.62,0,0.26,N,3.0
23.0,78000.0,RENT,2.0,VENTURE,A,19000.0,8.9,0,0.24,N,2.0
25.0,23920.0,MORTGAGE,0.0,MEDICAL,D,6000.0,14.59,1,0.25,Y,2.0
26.0,96000.0,RENT,6.0,PERSONAL,C,19000.0,13.22,0,0.2,Y,2.0
24.0,105000.0,RENT,2.0,HOMEIMPROVEMENT,C,19000.0,12.29,0,0.18,Y,2.0
26.0,50000.0,RENT,10.0,PERSONAL,B,18950.0,10.99,1,0.38,N,3.0
26.0,55000.0,RENT,7.0,DEBTCONSOLIDATION,A,18800.0,6.99,1,0.34,N,2.0
22.0,70000.0,RENT,2.0,DEBTCONSOLIDATION,B,18750.0,10.38,0,0.27,N,2.0
24.0,24000.0,OWN,0.0,VENTURE,B,7100.0,12.42,0,0.3,N,3.0
25.0,55784.0,RENT,2.0,DEBTCONSOLIDATION,C,18500.0,13.61,1,0.33,N,3.0
23.0,74196.0,RENT,2.0,EDUCATION,B,18500.0,11.26,0,0.25,N,3.0
25.0,75000.0,RENT,0.0,EDUCATION,A,18500.0,7.49,0,0.25,N,3.0
24.0,73000.0,RENT,0.0,HOMEIMPROVEMENT,A,18500.0,7.9,1,0.25,N,2.0
22.0,24000.0,OWN,5.0,MEDICAL,B,8000.0,9.91,0,0.33,N,2.0
21.0,24000.0,MORTGAGE,0.0,VENTURE,A,3000.0,7.9,0,0.13,N,4.0
24.0,78000.0,RENT,1.0,VENTURE,F,18500.0,15.33,1,0.24,N,2.0
22.0,24000.0,MORTGAGE,5.0,EDUCATION,A,5000.0,7.9,0,0.21,N,2.0
22.0,48888.0,RENT,1.0,PERSONAL,C,18400.0,13.16,1,0.38,N,2.0
22.0,50000.0,RENT,2.0,DEBTCONSOLIDATION,B,18400.0,9.99,1,0.37,N,2.0
23.0,120000.0,RENT,7.0,PERSONAL,A,18400.0,8.9,0,0.15,N,2.0
22.0,24000.0,MORTGAGE,1.0,VENTURE,C,5000.0,14.65,1,0.21,N,4.0
25.0,24000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000.0,13.49,0,0.25,Y,3.0
22.0,24000.0,MORTGAGE,4.0,VENTURE,A,1300.0,5.42,0,0.05,N,3.0
24.0,45600.0,RENT,2.0,VENTURE,C,18250.0,13.35,1,0.39,N,4.0
23.0,46000.0,RENT,6.0,PERSONAL,B,18250.0,10.75,1,0.39,N,2.0
25.0,46000.0,RENT,8.0,DEBTCONSOLIDATION,C,18250.0,14.26,1,0.39,N,3.0
25.0,55044.0,RENT,4.0,VENTURE,E,18250.0,17.56,1,0.33,N,2.0
22.0,50000.0,RENT,6.0,DEBTCONSOLIDATION,E,18250.0,16.7,1,0.36,Y,3.0
23.0,50000.0,RENT,4.0,VENTURE,B,18225.0,10.74,1,0.36,N,2.0
26.0,44000.0,RENT,0.0,HOMEIMPROVEMENT,D,18225.0,14.91,1,0.39,N,4.0
24.0,55000.0,RENT,4.0,EDUCATION,B,18200.0,10.99,1,0.33,N,2.0
23.0,24000.0,OWN,2.0,EDUCATION,D,8000.0,15.62,0,0.33,N,2.0
22.0,24000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000.0,10.99,0,0.21,N,4.0
24.0,24000.0,MORTGAGE,3.0,MEDICAL,A,8000.0,5.99,0,0.33,N,4.0
24.0,24000.0,OWN,1.0,EDUCATION,A,2400.0,7.49,0,0.1,N,2.0
22.0,44000.0,RENT,7.0,EDUCATION,C,18000.0,13.57,1,0.39,Y,4.0
24.0,44000.0,RENT,6.0,VENTURE,B,18000.0,12.18,1,0.39,N,2.0
22.0,46800.0,RENT,6.0,MEDICAL,C,18000.0,15.23,1,0.38,Y,2.0
22.0,48000.0,RENT,5.0,EDUCATION,B,18000.0,10.99,1,0.38,N,2.0
24.0,24000.0,OWN,5.0,VENTURE,A,4200.0,6.99,0,0.17,N,3.0
24.0,43400.0,RENT,2.0,DEBTCONSOLIDATION,E,18000.0,16.63,1,0.39,Y,2.0
24.0,50000.0,RENT,1.0,MEDICAL,B,18000.0,12.42,1,0.36,N,4.0
24.0,50000.0,RENT,4.0,VENTURE,A,18000.0,7.9,1,0.36,N,4.0
23.0,24000.0,MORTGAGE,2.0,MEDICAL,D,5000.0,15.99,1,0.21,Y,2.0
26.0,50000.0,RENT,5.0,EDUCATION,C,18000.0,13.11,1,0.36,N,3.0
22.0,50000.0,RENT,6.0,VENTURE,C,18000.0,13.79,1,0.36,N,2.0
22.0,24000.0,OWN,3.0,EDUCATION,B,2500.0,10.59,0,0.1,N,2.0
22.0,52000.0,RENT,6.0,EDUCATION,C,18000.0,10.99,1,0.35,N,4.0
22.0,24000.0,OWN,1.0,MEDICAL,C,6000.0,12.68,0,0.25,Y,4.0
25.0,52000.0,RENT,2.0,VENTURE,C,18000.0,12.98,1,0.35,N,4.0
22.0,52000.0,RENT,1.0,VENTURE,C,18000.0,13.85,1,0.35,Y,4.0
25.0,52526.0,RENT,9.0,VENTURE,B,18000.0,12.21,1,0.34,N,2.0
22.0,46610.0,RENT,6.0,DEBTCONSOLIDATION,B,18000.0,10.71,1,0.39,N,3.0
24.0,48000.0,RENT,5.0,PERSONAL,A,18000.0,6.54,1,0.38,N,2.0
23.0,24000.0,OWN,0.0,PERSONAL,A,8000.0,5.79,0,0.33,N,3.0
25.0,55000.0,RENT,2.0,EDUCATION,C,18000.0,12.84,1,0.33,N,2.0
25.0,55344.0,RENT,2.0,HOMEIMPROVEMENT,B,18000.0,10.99,1,0.33,N,4.0
23.0,24000.0,MORTGAGE,5.0,MEDICAL,B,1375.0,11.11,1,0.06,N,4.0
24.0,56000.0,RENT,2.0,EDUCATION,C,18000.0,13.48,1,0.32,N,3.0
21.0,50000.0,RENT,2.0,EDUCATION,D,18000.0,14.74,1,0.36,N,2.0
25.0,58000.0,RENT,6.0,VENTURE,C,18000.0,10.99,1,0.31,N,4.0
21.0,52240.0,RENT,5.0,MEDICAL,E,18000.0,19.69,1,0.34,N,2.0
26.0,53000.0,RENT,2.0,VENTURE,E,18000.0,17.19,1,0.34,Y,3.0
22.0,60000.0,RENT,3.0,EDUCATION,D,18000.0,16.32,0,0.3,N,4.0
22.0,60000.0,RENT,0.0,EDUCATION,B,18000.0,9.33,0,0.3,N,3.0
25.0,61500.0,RENT,1.0,EDUCATION,C,18000.0,13.23,0,0.29,Y,2.0
26.0,24000.0,MORTGAGE,10.0,MEDICAL,A,5000.0,7.66,1,0.21,N,3.0
22.0,62000.0,RENT,0.0,MEDICAL,C,18000.0,13.85,0,0.29,Y,4.0
23.0,24000.0,MORTGAGE,1.0,EDUCATION,B,5600.0,9.63,0,0.23,N,3.0
22.0,63000.0,RENT,0.0,VENTURE,B,18000.0,9.63,0,0.29,N,4.0
23.0,63000.0,RENT,1.0,EDUCATION,B,18000.0,10.99,0,0.29,N,3.0
23.0,63000.0,RENT,2.0,EDUCATION,C,18000.0,13.57,0,0.29,Y,3.0
25.0,65000.0,RENT,8.0,VENTURE,A,18000.0,10.99,0,0.28,N,3.0
25.0,65000.0,RENT,9.0,HOMEIMPROVEMENT,C,18000.0,13.99,0,0.28,N,3.0
24.0,59000.0,RENT,1.0,HOMEIMPROVEMENT,D,18000.0,14.96,1,0.31,Y,4.0
25.0,65000.0,RENT,8.0,HOMEIMPROVEMENT,C,18000.0,10.99,0,0.28,N,3.0
26.0,59000.0,RENT,2.0,VENTURE,E,18000.0,16.0,1,0.31,N,4.0
26.0,60000.0,RENT,2.0,HOMEIMPROVEMENT,D,18000.0,16.29,1,0.3,Y,2.0
25.0,66000.0,RENT,9.0,EDUCATION,B,18000.0,10.25,0,0.27,N,3.0
21.0,68000.0,RENT,4.0,EDUCATION,B,18000.0,10.65,0,0.26,N,2.0
24.0,70000.0,RENT,1.0,HOMEIMPROVEMENT,B,18000.0,9.88,0,0.26,N,2.0
25.0,54400.0,RENT,10.0,MEDICAL,E,18000.0,16.0,1,0.28,Y,2.0
25.0,70200.0,RENT,9.0,EDUCATION,E,18000.0,16.45,0,0.26,N,2.0
25.0,65000.0,RENT,3.0,PERSONAL,D,18000.0,15.33,1,0.28,N,4.0
26.0,71820.0,RENT,10.0,DEBTCONSOLIDATION,B,18000.0,11.83,0,0.25,N,2.0
24.0,66000.0,RENT,2.0,PERSONAL,D,18000.0,14.54,1,0.27,Y,4.0
24.0,72000.0,RENT,4.0,VENTURE,A,18000.0,7.88,0,0.25,N,2.0
24.0,24000.0,OWN,3.0,EDUCATION,C,3000.0,13.98,0,0.13,N,2.0
23.0,73500.0,RENT,7.0,EDUCATION,A,18000.0,10.99,0,0.24,N,2.0
25.0,24000.0,MORTGAGE,0.0,VENTURE,D,1200.0,15.21,0,0.05,Y,4.0
23.0,75000.0,RENT,7.0,EDUCATION,C,18000.0,12.73,0,0.24,Y,4.0
25.0,24000.0,MORTGAGE,2.0,PERSONAL,D,3500.0,15.58,1,0.15,Y,2.0
23.0,75576.0,RENT,7.0,EDUCATION,B,18000.0,9.88,0,0.24,N,3.0
21.0,24000.0,OWN,2.0,MEDICAL,B,7000.0,11.86,0,0.29,N,2.0
26.0,78000.0,RENT,6.0,EDUCATION,C,18000.0,13.49,0,0.23,N,2.0
21.0,80000.0,RENT,6.0,VENTURE,A,18000.0,7.9,0,0.23,N,2.0
23.0,80000.0,RENT,5.0,VENTURE,A,18000.0,8.49,0,0.23,N,3.0
22.0,80000.0,RENT,1.0,EDUCATION,B,18000.0,10.99,0,0.23,N,4.0
26.0,80171.0,RENT,3.0,HOMEIMPROVEMENT,C,18000.0,13.85,0,0.22,N,3.0
23.0,81000.0,RENT,7.0,MEDICAL,C,18000.0,13.98,0,0.22,N,2.0
23.0,24000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2800.0,16.07,1,0.12,N,3.0
23.0,82000.0,RENT,7.0,MEDICAL,A,18000.0,10.99,0,0.22,N,2.0
23.0,76500.0,RENT,3.0,DEBTCONSOLIDATION,B,18000.0,10.65,1,0.24,N,4.0
24.0,24000.0,MORTGAGE,4.0,EDUCATION,D,8500.0,15.7,0,0.35,N,2.0
26.0,24000.0,MORTGAGE,5.0,PERSONAL,C,2100.0,13.11,0,0.09,N,3.0
22.0,82570.0,RENT,6.0,VENTURE,C,18000.0,15.27,0,0.22,N,2.0
26.0,24000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000.0,10.99,0,0.25,N,4.0
25.0,84000.0,RENT,5.0,HOMEIMPROVEMENT,B,18000.0,9.88,0,0.21,N,3.0
22.0,24000.0,MORTGAGE,6.0,MEDICAL,A,2500.0,7.14,0,0.1,N,2.0
25.0,85000.0,RENT,0.0,EDUCATION,B,18000.0,11.71,0,0.21,N,4.0
26.0,86000.0,RENT,10.0,VENTURE,A,18000.0,8.49,0,0.21,N,2.0
23.0,87000.0,RENT,2.0,EDUCATION,B,18000.0,11.89,0,0.21,N,2.0
23.0,88000.0,RENT,1.0,EDUCATION,C,18000.0,13.16,0,0.2,N,4.0
23.0,90000.0,RENT,4.0,PERSONAL,B,18000.0,8.88,0,0.2,N,4.0
24.0,95000.0,RENT,3.0,DEBTCONSOLIDATION,A,18000.0,8.49,0,0.19,N,4.0
26.0,95000.0,RENT,9.0,HOMEIMPROVEMENT,D,18000.0,15.31,0,0.19,N,3.0
24.0,102000.0,RENT,8.0,EDUCATION,C,18000.0,12.53,0,0.18,Y,3.0
24.0,110000.0,RENT,4.0,DEBTCONSOLIDATION,B,18000.0,12.18,0,0.16,N,4.0
23.0,87550.0,RENT,7.0,MEDICAL,A,18000.0,7.51,1,0.17,N,3.0
26.0,116004.0,RENT,6.0,VENTURE,B,18000.0,11.83,0,0.16,N,4.0
24.0,121000.0,RENT,8.0,PERSONAL,F,18000.0,18.3,0,0.15,N,3.0
22.0,125000.0,RENT,3.0,MEDICAL,C,18000.0,14.79,0,0.14,Y,3.0
25.0,24000.0,OWN,4.0,MEDICAL,B,5000.0,10.95,0,0.21,N,3.0
22.0,24000.0,OWN,6.0,MEDICAL,B,5000.0,12.21,0,0.21,N,3.0
21.0,75000.0,RENT,3.0,EDUCATION,C,17950.0,10.91,0,0.24,N,3.0
26.0,127400.0,RENT,2.0,PERSONAL,A,17950.0,10.99,0,0.14,N,2.0
